time,demand
2161,1.533
2162,1.698
2163,1.871
2164,1.978
2165,1.866
2166,1.805
2167,1.777
2168,1.786
2169,1.841
2170,1.942
2171,2.056
2172,2.121
2173,2.131
2174,2.083
2175,2.004
2176,1.897
2177,1.88
2178,1.95
2179,2.105
2180,1.41
2181,2.152
2182,2.174
2183,2.108
2184,1.731
2185,1.997
2186,2.12
2187,2.205
2188,2.197
2189,1.974
2190,1.797
2191,1.735
2192,1.722
2193,1.746
2194,1.805
2195,1.893
2196,1.989
2197,2.018
2198,1.967
2199,1.908
2200,1.858
2201,1.827
2202,1.429
2203,1.412
2204,2.062
2205,2.228
2206,1.144
2207,2.152
2208,2.073
2209,1.804
2210,2.275
2211,4.637
2212,2.577
2213,2.189
2214,1.936
2215,1.833
2216,1.786
2217,1.77
2218,1.779
2219,1.803
2220,1.833
2221,1.817
2222,1.783
2223,1.773
2224,1.767
2225,1.772
2226,1.805
2227,1.893
2228,2.046
2229,2.183
2230,2.254
2231,2.149
2232,2.074
2233,1.813
2234,2.194
2235,2.496
2236,2.548
2237,2.282
2238,2.054
2239,1.958
2240,1.962
2241,2.042
2242,2.166
2243,2.28
2244,0.927
2245,1.224
2246,1.869
2247,1.68
2248,1.711
2249,1.336
2250,0.973
2251,1.22
2252,0.976
2253,1.776
2254,1.8
2255,1.831
2256,1.922
2257,3.097
2258,2.737
2259,2.692
2260,2.364
2261,1.923
2262,1.726
2263,1.654
2264,1.63
2265,1.641
2266,1.683
2267,1.739
2268,1.789
2269,1.827
2270,1.887
2271,1.943
2272,1.968
2273,1.926
2274,1.885
2275,1.866
2276,1.872
2277,1.9
2278,1.956
2279,2.052
2280,2.17
2281,2.141
2282,2.114
2283,3.55
2284,2.431
2285,2.012
2286,1.887
2287,1.776
2288,1.716
2289,1.711
2290,1.776
2291,1.923
2292,2.059
2293,2.221
2294,1.048
2295,0.629
2296,1.123
2297,0.755
2298,1.198
2299,1.189
2300,2.112
2301,2.097
2302,2.095
2303,2.119
2304,2.181
2305,3.901
2306,2.964
2307,2.883
2308,2.583
2309,2.138
2310,1.877
2311,1.748
2312,1.677
2313,1.643
2314,1.29
2315,1.478
2316,1.097
2317,1.63
2318,1.797
2319,1.819
2320,1.825
2321,1.834
2322,1.873
2323,1.949
2324,1.444
2325,1.015
2326,0.881
2327,1.264
2328,0.868
2329,1.56
2330,2.06
2331,2.465
2332,2.462
2333,2.188
2334,2.017
2335,1.935
2336,1.9
2337,1.908
2338,1.958
2339,2.063
2340,1.418
2341,1.202
2342,2.283
2343,2.18
2344,2.115
2345,1.988
2346,0.917
2347,0.688
2348,1.019
2349,0.853
2350,1.71
2351,1.93
2352,1.986
2353,2.135
2354,2.324
2355,2.421
2356,2.505
2357,2.093
2358,1.851
2359,1.769
2360,1.743
2361,1.754
2362,1.783
2363,1.843
2364,1.056
2365,2.067
2366,2.185
2367,2.442
2368,2.27
2369,0.716
2370,0.904
2371,1.269
2372,0.975
2373,1.142
2374,1.769
2375,1.852
2376,1.968
2377,1.933
2378,2.189
2379,2.302
2380,2.996
2381,2.126
2382,1.761
2383,1.702
2384,1.676
2385,1.681
2386,1.708
2387,1.767
2388,1.551
2389,2.005
2390,2.129
2391,2.496
2392,2.715
2393,2.107
2394,1.848
2395,1.203
2396,0.752
2397,1.516
2398,1.513
2399,1.141
2400,1.313
2401,1.812
2402,2.245
2403,4.478
2404,2.976
2405,2.325
2406,1.945
2407,1.836
2408,1.782
2409,1.773
2410,1.806
2411,1.88
2412,1.995
2413,2.138
2414,2.217
2415,3.355
2416,2.462
2417,2.044
2418,1.908
2419,1.805
2420,1.76
2421,1.641
2422,1.851
2423,1.907
2424,1.931
2425,2.264
2426,2.502
2427,4.346
2428,2.396
2429,2.033
2430,1.854
2431,1.803
2432,1.811
2433,1.847
2434,1.872
2435,1.887
2436,1.907
2437,1.975
2438,2.139
2439,2.122
2440,2.07
2441,1.976
2442,1.893
2443,1.837
2444,1.821
2445,1.862
2446,1.956
2447,2.061
2448,2.094
2449,2.507
2450,2.202
2451,2.165
2452,1.978
2453,1.831
2454,1.768
2455,1.759
2456,1.806
2457,1.913
2458,2.044
2459,2.132
2460,2.151
2461,2.122
2462,2.07
2463,2.046
2464,2.076
2465,1.995
2466,1.954
2467,1.969
2468,2.026
2469,2.111
2470,2.19
2471,2.244
2472,2.289
2473,2.575
2474,2.474
2475,2.493
2476,2.241
2477,2.056
2478,1.979
2479,1.961
2480,2.009
2481,2.127
2482,2.291
2483,2.363
2484,2.211
2485,2.074
2486,1.969
2487,1.893
2488,1.853
2489,1.846
2490,1.557
2491,0.865
2492,1.441
2493,1.742
2494,1.999
2495,1.343
2496,1.298
