time,demand
2161,1.585
2162,1.516
2163,1.565
2164,1.618
2165,1.68
2166,1.75
2167,1.822
2168,1.897
2169,1.965
2170,2.027
2171,2.077
2172,2.119
2173,2.152
2174,1.446
2175,2.204
2176,2.227
2177,1.09
2178,1.847
2179,1.243
2180,1.466
2181,2.202
2182,2.171
2183,2.143
2184,2.126
2185,2.168
2186,2.023
2187,1.906
2188,1.854
2189,1.84
2190,1.853
2191,1.889
2192,1.937
2193,2.003
2194,2.069
2195,2.138
2196,1.329
2197,1.629
2198,2.284
2199,2.318
2200,2.139
2201,2.011
2202,2.396
2203,2.426
2204,2.265
2205,2.473
2206,2.479
2207,2.463
2208,2.432
2209,1.837
2210,1.622
2211,1.655
2212,1.688
2213,1.742
2214,1.825
2215,1.927
2216,2.039
2217,2.15
2218,2.245
2219,2.324
2220,2.386
2221,2.8
2222,2.906
2223,3.749
2224,2.562
2225,2.635
2226,2.719
2227,2.788
2228,2.808
2229,2.752
2230,2.622
2231,2.455
2232,2.309
2233,2.194
2234,2.104
2235,2.167
2236,2.234
2237,2.288
2238,2.341
2239,2.393
2240,2.447
2241,2.505
2242,2.559
2243,2.612
2244,2.062
2245,1.332
2246,1.173
2247,1.036
2248,1.924
2249,1.199
2250,1.685
2251,1.81
2252,0.961
2253,1.878
2254,1.592
2255,1.567
2256,2.431
2257,2.045
2258,2.143
2259,2.071
2260,2.032
2261,2.019
2262,2.024
2263,2.042
2264,2.068
2265,2.105
2266,2.144
2267,2.188
2268,2.222
2269,2.249
2270,2.264
2271,2.272
2272,2.28
2273,2.289
2274,2.304
2275,2.327
2276,1.313
2277,1.997
2278,1.58
2279,2.176
2280,1.014
2281,2.057
2282,1.913
2283,2.02
2284,2.091
2285,2.127
2286,2.154
2287,2.183
2288,2.218
2289,2.258
2290,1.215
2291,1.32
2292,2.05
2293,1.572
2294,1.549
2295,1.346
2296,1.271
2297,1.347
2298,2.127
2299,1.032
2300,1.152
2301,1.451
2302,2.363
2303,2.399
2304,2.43
2305,2.253
2306,2.155
2307,2.036
2308,1.961
2309,1.925
2310,1.92
2311,1.936
2312,1.97
2313,2.02
2314,1.821
2315,1.304
2316,1.976
2317,1.428
2318,1.409
2319,1.356
2320,2.006
2321,1.114
2322,1.156
2323,2.302
2324,2.337
2325,1.374
2326,2.414
2327,2.442
2328,2.077
2329,2.002
2330,1.899
2331,1.855
2332,1.843
2333,1.857
2334,1.895
2335,1.947
2336,2.016
2337,2.085
2338,2.092
2339,1.078
2340,1.04
2341,1.699
2342,1.469
2343,1.809
2344,1.01
2345,1.288
2346,2.096
2347,1.042
2348,2.48
2349,2.49
2350,2.481
2351,2.454
2352,2.415
2353,1.725
2354,1.562
2355,1.577
2356,1.597
2357,1.639
2358,1.703
2359,1.783
2360,1.872
2361,1.956
2362,2.025
2363,2.084
2364,2.132
2365,2.173
2366,2.213
2367,2.254
2368,2.299
2369,2.351
2370,2.401
2371,2.437
2372,2.443
2373,2.412
2374,2.346
2375,2.257
2376,2.178
2377,1.504
2378,1.69
2379,1.857
2380,1.985
2381,2.072
2382,2.125
2383,2.158
2384,2.173
2385,2.181
2386,2.192
2387,2.218
2388,1.178
2389,1.2
2390,1.748
2391,1.189
2392,1.244
2393,1.078
2394,1.208
2395,1.147
2396,1.308
2397,1.061
2398,1.966
2399,1.993
2400,2.035
2401,1.939
2402,1.866
2403,1.834
2404,1.825
2405,1.836
2406,1.86
2407,1.903
2408,1.954
2409,2.006
2410,1.292
2411,0.968
2412,1.046
2413,1.053
2414,1.31
2415,1.075
2416,1.041
2417,0.942
2418,0.882
2419,0.802
2420,1.056
2421,1.437
2422,1.877
2423,2.091
2424,2.118
2425,1.889
2426,1.833
2427,1.838
2428,1.86
2429,1.894
2430,1.928
2431,1.961
2432,1.983
2433,1.999
2434,1.031
2435,0.946
2436,1.079
2437,1.107
2438,1.075
2439,0.971
2440,0.906
2441,1.28
2442,0.962
2443,0.916
2444,1.049
2445,1.322
2446,1.693
2447,1.58
2448,1.76
2449,1.81
2450,1.812
2451,1.79
2452,1.757
2453,1.72
2454,1.692
2455,1.674
2456,1.672
2457,1.683
2458,1.138
2459,1.002
2460,1.051
2461,1.088
2462,1.186
2463,1.01
2464,1.331
2465,0.977
2466,1.142
2467,1.284
2468,1.257
2469,1.411
2470,2.092
2471,2.093
2472,1.477
2473,1.835
2474,1.705
2475,1.682
2476,1.661
2477,1.65
2478,1.653
2479,1.669
2480,1.7
2481,1.736
2482,1.002
2483,0.873
2484,0.991
2485,1.099
2486,1.567
2487,1.494
2488,1.326
2489,1.227
2490,1.439
2491,1.465
2492,1.375
2493,1.946
2494,1.782
2495,1.659
2496,1.196
