time,demand
1,0.750
2,1.028
3,2.082
4,0.765
5,0.769
6,0.427
7,0.309
8,1.205
9,1.685
10,1.472
11,0.531
12,0.755
13,0.619
14,0.297
15,0.273
16,0.283
17,0.292
18,0.276
19,1.039
20,0.226
21,0.282
22,0.276
23,0.272
24,0.298
25,0.696
26,0.897
27,1.972
28,0.709
29,1.454
30,0.409
31,0.376
32,0.449
33,0.806
34,0.760
35,0.516
36,0.762
37,0.818
38,0.931
39,2.054
40,1.619
41,0.688
42,0.327
43,0.267
44,0.223
45,0.276
46,0.290
47,0.289
48,0.290
49,0.284
50,0.247
51,0.223
52,1.181
53,0.301
54,0.319
55,0.349
56,0.465
57,0.842
58,0.794
59,0.531
60,0.744
61,0.744
62,0.925
63,2.036
64,1.525
65,0.703
66,0.319
67,0.253
68,0.236
69,0.288
70,0.279
71,0.283
72,0.293
73,0.290
74,0.257
75,0.221
76,1.121
77,0.220
78,0.215
79,0.239
80,0.435
81,1.626
82,1.309
83,0.475
84,0.693
85,0.599
86,0.245
87,0.293
88,1.076
89,0.281
90,0.238
91,0.252
92,0.228
93,0.272
94,0.289
95,0.293
96,0.302
97,0.737
98,0.927
99,1.992
100,1.494
101,0.619
102,0.269
103,0.226
104,0.327
105,1.518
106,1.296
107,0.458
108,0.668
109,0.529
110,0.264
111,0.289
112,0.281
113,1.110
114,0.274
115,0.240
116,0.220
117,0.282
118,0.293
119,0.285
120,0.297
121,0.730
122,0.920
123,1.989
124,0.624
125,0.629
126,1.191
127,0.225
128,0.329
129,1.516
130,1.402
131,0.398
132,0.599
133,0.526
134,0.255
135,0.298
136,0.303
137,0.292
138,0.290
139,0.276
140,0.244
141,0.738
142,0.710
143,0.300
144,0.316
145,0.754
146,0.908
147,1.957
148,0.629
149,0.630
150,0.274
151,0.233
152,0.348
153,1.522
154,1.237
155,0.390
156,1.128
157,0.903
158,0.265
159,0.303
160,0.303
161,0.298
162,0.287
163,1.519
164,2.408
165,2.484
166,1.215
167,0.897
168,0.451
169,8.248
170,1.291
171,2.010
172,0.667
173,0.668
174,0.305
175,0.261
176,0.430
177,2.096
178,2.671
179,1.536
180,0.632
181,0.565
182,0.284
183,0.280
184,0.344
185,0.878
186,0.976
187,0.497
188,1.247
189,1.435
190,1.156
191,0.861
192,0.334
193,8.382
194,8.641
195,4.908
196,0.681
197,0.680
198,0.314
199,0.274
200,0.412
201,0.990
202,1.625
203,1.297
204,1.505
205,0.949
206,0.955
207,2.064
208,0.736
209,0.735
210,0.371
211,0.795
212,0.382
213,0.453
214,0.664
215,3.897
216,2.584
217,7.799
218,7.819
219,2.162
220,0.267
221,0.858
222,0.272
223,0.273
224,0.415
225,0.719
226,0.896
227,0.566
228,1.375
229,1.025
230,2.477
231,2.561
232,1.348
233,1.704
234,0.564
235,1.605
236,0.819
237,1.512
238,1.337
239,1.594
240,0.551
241,0.945
242,0.270
243,0.861
244,0.267
245,0.268
246,0.266
247,0.266
248,0.404
249,1.619
250,1.407
251,1.132
252,1.382
253,0.676
254,0.362
255,0.556
256,0.437
257,0.921
258,0.330
259,0.390
260,0.357
261,0.481
262,1.781
263,1.382
264,1.300
265,8.420
266,5.311
267,1.987
268,0.677
269,0.679
270,0.843
271,0.273
272,0.403
273,1.553
274,1.343
275,1.697
276,0.620
277,0.609
278,0.776
279,0.504
280,0.352
281,1.268
282,1.420
283,0.409
284,0.469
285,0.462
286,1.493
287,1.013
288,2.114
289,7.303
290,10.149
291,5.497
292,0.777
293,2.360
294,0.309
295,0.266
296,0.398
297,1.564
298,1.405
299,1.202
300,0.657
301,0.559
302,0.287
303,0.325
304,0.331
305,0.337
306,0.945
307,0.395
308,2.387
309,1.823
310,1.728
311,1.066
312,2.202
313,8.847
314,9.055
315,4.122
316,0.670
317,0.667
318,0.303
319,0.265
320,0.422
321,2.128
322,1.273
323,1.647
324,0.629
325,0.635
326,0.318
327,0.326
328,0.883
329,0.339
330,1.228
331,2.951
332,4.331
333,1.809
334,1.367
335,1.243
336,0.427
337,8.363
338,8.624
339,9.423
340,8.159
341,3.398
342,0.320
343,0.288
344,0.422
345,1.581
346,1.412
347,0.628
348,1.180
349,0.579
350,0.340
351,0.373
352,0.382
353,0.990
354,0.320
355,0.280
356,0.258
357,0.267
358,0.353
359,3.086
360,0.974
361,9.083
362,8.506
363,5.618
364,0.681
365,0.677
366,0.311
367,0.292
368,0.414
369,0.707
370,1.344
371,1.623
372,0.637
373,1.864
374,1.207
375,2.571
376,0.705
377,0.713
378,0.393
379,0.365
380,0.464
381,3.303
382,2.177
383,1.860
384,0.651
385,8.068
386,7.787
387,2.876
388,1.385
389,0.266
390,0.266
391,0.268
392,0.415
393,0.697
394,1.263
395,0.483
396,0.708
397,1.337
398,1.118
399,2.571
400,0.736
401,0.931
402,0.392
403,0.306
404,0.281
405,0.283
406,0.277
407,0.277
408,0.898
409,0.741
410,0.347
411,0.285
412,0.277
413,0.275
