time,demand
1,2.820
2,2.867
3,3.009
4,6.936
5,3.786
6,7.458
7,7.710
8,8.698
9,8.172
10,9.543
11,6.463
12,3.615
13,3.370
14,3.072
15,3.089
16,3.197
17,3.207
18,3.280
19,2.914
20,2.892
21,3.263
22,4.045
23,4.020
24,3.799
25,3.491
26,2.591
27,2.549
28,2.639
29,2.503
30,2.478
31,2.516
32,2.683
33,2.922
34,3.149
35,3.627
36,3.289
37,3.327
38,3.375
39,3.101
40,2.792
41,2.984
42,2.987
43,2.842
44,3.579
45,3.457
46,4.052
47,4.288
48,3.827
49,3.484
50,3.090
51,2.628
52,2.569
53,2.600
54,5.300
55,7.791
56,5.238
57,2.884
58,4.938
59,3.935
60,3.372
61,4.905
62,3.492
63,5.347
64,2.680
65,2.676
66,2.703
67,2.831
68,3.174
69,3.638
70,3.696
71,3.227
72,2.597
73,2.607
74,2.557
75,2.583
76,2.620
77,2.645
78,2.667
79,2.620
80,4.626
81,4.271
82,8.390
83,9.480
84,5.968
85,5.706
86,3.093
87,2.945
88,2.900
89,2.794
90,2.708
91,2.901
92,2.746
93,3.661
94,3.400
95,3.546
96,3.872
97,3.009
98,2.431
99,2.285
100,2.334
101,2.305
102,2.366
103,2.382
104,2.484
105,2.798
106,5.515
107,9.041
108,9.613
109,6.878
110,3.535
111,5.051
112,2.974
113,2.655
114,5.055
115,2.681
116,2.763
117,3.023
118,3.450
119,3.940
120,3.312
121,3.313
122,2.317
123,2.265
124,2.218
125,2.343
126,2.303
127,2.306
128,2.327
129,2.719
130,3.080
131,3.792
132,3.338
133,2.973
134,2.929
135,2.603
136,2.601
137,2.782
138,2.763
139,2.619
140,2.713
141,3.197
142,3.720
143,3.734
144,2.902
145,2.621
146,2.436
147,2.408
148,2.337
149,2.438
150,2.420
151,2.556
152,2.531
153,2.963
154,2.947
155,2.780
156,2.845
157,3.197
158,3.195
159,3.174
160,2.915
161,2.644
162,2.562
163,2.509
164,2.609
165,2.745
166,2.551
167,2.451
168,2.538
169,2.600
170,2.471
171,2.485
172,2.371
173,2.406
174,2.404
175,2.535
176,5.948
177,6.551
178,4.635
179,3.976
180,4.341
181,4.446
182,3.531
183,5.791
184,3.161
185,2.852
186,2.741
187,2.928
188,2.543
189,3.183
190,3.253
191,3.882
192,3.620
193,3.567
194,2.473
195,2.500
196,2.583
197,2.596
198,2.567
199,7.342
200,4.820
201,2.933
202,5.333
203,10.067
204,5.409
205,3.166
206,4.327
207,2.926
208,2.669
209,2.687
210,2.515
211,5.401
212,2.572
213,3.908
214,3.461
215,3.860
216,3.569
217,3.041
218,2.395
219,2.263
220,2.321
221,2.293
222,2.359
223,2.328
224,2.329
225,2.749
226,3.424
227,7.911
228,3.636
229,2.982
230,2.786
231,2.630
232,2.604
233,2.596
234,2.564
235,3.159
236,3.354
237,3.155
238,3.704
239,3.434
240,3.004
241,2.460
242,2.296
243,2.303
244,2.334
245,2.300
246,2.349
247,2.296
248,2.317
249,2.567
250,3.496
251,4.003
252,3.616
253,2.923
254,2.516
255,2.396
256,2.339
257,2.398
258,2.245
259,2.269
260,2.431
261,3.430
262,3.054
263,3.243
264,3.303
265,2.388
266,2.248
267,2.271
268,2.260
269,2.318
270,2.436
271,2.345
272,2.448
273,2.651
274,4.496
275,9.924
276,5.226
277,4.446
278,2.830
279,2.760
280,2.972
281,2.568
282,2.704
283,2.875
284,2.877
285,2.737
286,4.109
287,4.133
288,3.488
289,3.418
290,2.408
291,2.395
292,2.368
293,2.554
294,2.483
295,2.469
296,2.452
297,2.876
298,3.621
299,9.446
300,3.749
301,3.059
302,3.368
303,3.414
304,2.970
305,3.628
306,3.322
307,6.109
308,2.742
309,2.465
310,3.211
311,3.952
312,4.166
313,2.833
314,2.425
315,2.334
316,2.440
317,2.507
318,2.511
319,2.518
320,2.559
321,3.017
322,3.335
323,3.849
324,3.399
325,3.056
326,3.127
327,2.902
328,3.212
329,3.149
330,3.073
331,2.952
332,2.584
333,2.732
334,3.186
335,3.401
336,3.213
337,2.597
338,2.433
339,2.398
340,2.491
341,2.664
342,2.522
343,5.239
344,6.365
345,3.795
346,4.133
347,10.545
348,4.065
349,3.308
350,2.953
351,2.959
352,2.794
353,2.626
354,2.572
355,2.682
356,2.865
357,3.237
358,5.643
359,4.386
360,3.312
361,3.231
362,2.612
363,2.582
364,2.576
365,2.466
366,2.542
367,6.425
368,6.362
369,7.616
370,8.144
371,7.207
372,3.456
373,3.089
374,3.159
375,4.697
376,4.552
377,3.076
378,2.786
379,2.786
380,2.964
381,2.698
382,3.041
383,3.083
384,2.897
385,3.473
386,3.037
387,2.423
388,2.480
389,2.439
390,2.525
391,2.509
392,2.438
393,2.550
394,3.538
395,4.364
396,3.638
397,3.334
398,3.149
399,3.185
400,3.628
401,3.045
402,3.142
403,2.960
404,3.160
405,3.387
406,3.770
407,4.232
408,3.563
409,3.479
410,2.494
411,2.386
412,2.426
413,2.483
414,2.511
415,2.502
416,2.406
417,3.126
418,3.811
419,3.636
420,3.281
421,2.686
422,2.712
423,2.406
424,2.553
425,2.689
426,3.439
427,3.100
428,3.075
429,3.168
430,3.775
431,3.523
432,2.829
433,2.487
434,2.336
435,2.400
436,2.402
437,2.510
438,2.487
439,2.415
440,2.550
441,4.041
442,5.178
443,8.549
444,3.436
445,3.148
446,3.226
447,3.135
448,5.795
449,3.209
450,3.043
451,2.794
452,2.887
453,3.374
454,5.852
455,4.220
456,3.451
457,3.603
458,2.569
459,2.524
460,2.316
461,2.388
462,2.307
463,2.521
464,2.498
465,2.943
466,3.511
467,4.241
468,3.497
469,3.067
470,3.185
471,3.106
472,3.090
473,2.977
474,3.053
475,3.011
476,3.095
477,3.374
478,3.522
479,3.219
480,2.779
481,2.712
482,2.644
483,2.599
484,2.656
485,2.771
486,3.100
487,8.194
488,6.523
489,4.406
490,3.274
491,3.584
492,3.597
493,3.578
494,3.161
495,3.234
496,3.284
497,2.827
498,4.612
499,3.910
500,2.813
501,5.341
502,4.292
503,3.551
504,3.781
505,3.699
506,3.080
507,2.428
508,2.410
509,2.377
510,2.433
511,2.534
512,2.473
513,2.927
514,4.396
515,4.603
516,3.575
517,3.333
518,3.510
519,5.143
520,3.360
521,3.133
522,3.039
523,2.747
524,2.855
525,3.064
526,3.832
527,3.776
528,3.483
529,3.728
530,2.770
531,2.528
532,2.486
533,2.547
534,2.554
535,2.643
536,2.589
537,3.398
538,3.621
539,4.319
540,3.483
541,3.725
542,5.551
543,2.999
544,2.907
545,2.901
546,2.880
547,3.138
548,3.330
549,3.827
550,3.658
551,2.812
552,2.774
553,3.190
554,3.434
555,2.577
556,2.610
557,2.517
558,2.581
559,2.603
560,2.628
561,3.074
562,3.353
563,3.635
564,2.975
565,3.060
566,2.935
567,2.577
568,2.509
569,2.484
570,2.344
571,2.515
572,2.560
573,3.009
574,3.513
575,3.674
576,3.859
577,3.507
578,3.340
579,2.131
580,2.409
581,2.472
582,2.508
583,2.455
584,2.260
585,3.035
586,3.866
587,3.556
588,3.052
589,2.992
590,2.524
591,2.813
592,2.705
593,2.920
594,2.496
595,2.390
596,2.632
597,2.973
598,3.825
599,3.590
600,3.929
601,3.687
602,3.516
603,2.540
604,2.578
605,2.532
606,2.508
607,2.479
608,2.537
609,3.027
610,3.269
611,3.739
612,3.253
613,3.135
614,2.714
615,5.394
616,3.046
617,2.908
618,2.992
619,2.778
620,2.466
621,2.612
622,2.858
623,3.620
624,3.319
625,2.980
626,2.363
627,2.369
628,2.318
629,2.492
630,2.396
631,2.473
632,2.360
633,2.861
634,3.557
635,3.802
636,3.537
637,3.199
638,2.655
639,2.526
640,2.515
641,2.498
642,2.420
643,2.608
644,2.687
645,2.798
646,2.817
647,3.304
648,3.258
649,3.488
650,3.105
651,2.533
652,2.620
653,2.652
654,2.500
655,2.585
656,2.979
657,3.602
658,3.592
659,3.760
660,3.298
661,2.890
662,2.873
663,2.986
664,3.367
665,3.112
666,2.986
667,3.059
668,5.072
669,3.146
670,3.533
671,3.757
672,3.471
673,3.072
674,2.547
675,2.530
676,2.467
677,2.492
678,2.529
679,7.768
680,4.360
681,3.020
682,3.905
683,8.406
684,5.438
685,2.792
686,2.902
687,2.685
688,5.900
689,2.866
690,2.783
691,2.721
692,2.489
693,2.470
694,2.556
695,2.672
696,2.681
697,2.605
698,2.545
699,2.471
700,2.514
701,6.547
702,6.182
703,5.555
704,5.130
705,3.347
706,3.429
707,4.056
708,3.310
709,3.174
710,3.192
711,3.257
712,3.258
713,3.254
714,3.464
715,2.896
716,2.529
717,2.521
718,3.318
719,3.733
720,3.398
721,3.343
722,2.359
723,2.378
724,2.379
725,2.368
726,2.518
727,2.530
728,2.538
729,2.934
730,3.692
731,4.304
732,5.725
733,3.883
734,3.234
735,3.182
736,3.112
737,2.483
738,2.337
739,4.660
740,2.701
741,5.013
742,3.136
743,3.933
744,3.409
745,3.428
746,2.813
747,2.379
748,2.398
749,2.392
750,2.516
751,2.469
752,2.436
753,2.948
754,4.002
755,3.333
756,3.044
757,2.814
758,2.638
759,2.599
760,2.917
761,2.508
762,2.567
763,2.742
764,2.944
765,3.091
766,3.847
767,3.826
768,3.394
769,3.401
770,2.969
771,2.513
772,2.442
773,2.479
774,2.472
775,2.617
776,2.550
777,3.010
778,3.263
779,3.866
780,3.429
781,3.014
782,2.768
783,2.678
784,2.621
785,2.550
786,2.514
787,2.509
788,2.520
789,3.032
790,3.598
791,3.857
792,3.346
793,3.339
794,2.550
795,2.283
796,2.247
797,2.319
798,2.373
799,2.444
800,2.436
801,2.755
802,3.453
803,7.307
804,3.536
805,3.608
806,2.967
807,5.693
808,2.901
809,2.578
810,3.052
811,2.638
812,2.665
813,2.879
814,3.507
815,3.619
816,3.545
817,3.453
818,2.834
819,2.582
820,2.603
821,2.613
822,2.613
823,2.698
824,2.653
825,3.079
826,3.194
827,3.261
828,3.591
829,3.290
830,3.218
831,2.987
832,2.883
833,2.688
834,3.056
835,2.984
836,2.806
837,3.208
838,3.818
839,3.925
840,3.149
841,2.819
842,2.651
843,2.596
844,2.503
845,2.567
846,2.510
847,2.582
848,2.588
849,3.064
850,3.519
851,4.824
852,6.518
853,3.632
854,2.798
855,2.619
856,4.444
857,2.877
858,2.429
859,2.601
860,2.490
861,2.854
862,2.939
863,2.576
864,2.413
865,2.383
866,2.371
867,2.259
868,2.267
869,2.343
870,2.301
871,2.312
872,2.365
873,2.833
874,3.091
875,3.522
876,2.661
877,2.731
878,2.990
879,2.689
880,2.848
881,3.347
882,3.136
883,2.865
884,2.589
885,3.093
886,3.997
887,4.037
888,3.783
889,3.738
890,3.239
891,2.450
892,2.395
893,2.277
894,2.432
895,2.466
896,2.451
897,2.858
898,3.306
899,3.733
900,3.240
901,3.137
902,2.946
903,5.808
904,2.706
905,2.626
906,2.433
907,2.532
908,2.631
909,5.569
910,3.989
911,3.681
912,5.418
913,4.487
914,2.843
915,2.524
916,2.363
917,2.319
918,2.421
919,2.648
920,2.939
921,3.008
922,3.295
923,3.480
924,4.510
925,3.626
926,2.837
927,2.526
928,2.589
929,2.765
930,2.599
931,2.456
932,2.752
933,3.246
934,4.137
935,3.627
936,3.109
937,3.227
938,2.683
939,2.311
940,2.200
941,2.165
942,2.151
943,2.394
944,2.330
945,2.796
946,3.338
947,3.784
948,4.924
949,5.223
950,2.908
951,3.211
952,3.841
953,3.049
954,2.741
955,3.226
956,2.719
957,3.139
958,3.514
959,3.201
960,3.352
961,3.031
962,2.420
963,2.327
964,2.360
965,2.214
966,2.158
967,2.188
968,2.367
969,2.449
970,2.758
971,3.281
972,3.071
973,2.792
974,2.761
975,5.884
976,2.909
977,3.393
978,4.686
979,2.879
980,2.470
981,2.741
982,2.992
983,3.437
984,3.276
985,2.478
986,2.210
987,2.157
988,2.186
989,2.254
990,2.211
991,2.382
992,2.627
993,2.711
994,2.377
995,2.147
996,2.156
997,2.187
998,2.146
999,2.141
1000,2.119
1001,2.415
1002,2.281
1003,2.045
1004,2.377
1005,2.326
