time,demand
2161,1.057
2162,1.08
2163,0.862
2164,0.59
2165,0.375
2166,0.254
2167,0.234
2168,0.324
2169,0.589
2170,0.935
2171,1.034
2172,1.873
2173,1.449
2174,1.258
2175,1.45
2176,1.427
2177,1.488
2178,1.654
2179,1.825
2180,1.647
2181,1.213
2182,1.668
2183,1.022
2184,1.054
2185,1.224
2186,1.089
2187,0.74
2188,0.484
2189,0.41
2190,0.416
2191,0.441
2192,0.496
2193,0.621
2194,0.922
2195,1.21
2196,1.91
2197,1.964
2198,1.34
2199,1.524
2200,1.566
2201,1.627
2202,1.725
2203,2.061
2204,2.051
2205,1.733
2206,2.39
2207,1.137
2208,0.954
2209,1.243
2210,1.211
2211,0.868
2212,0.556
2213,0.335
2214,0.241
2215,0.251
2216,0.351
2217,0.601
2218,0.901
2219,0.995
2220,1.924
2221,1.352
2222,1.323
2223,1.413
2224,1.496
2225,1.632
2226,1.674
2227,1.803
2228,1.68
2229,1.212
2230,2.448
2231,0.997
2232,1.013
2233,1.693
2234,1.441
2235,1.248
2236,0.812
2237,0.47
2238,0.29
2239,0.234
2240,0.258
2241,0.375
2242,0.657
2243,0.967
2244,1.358
2245,1.991
2246,1.618
2247,1.624
2248,1.604
2249,1.596
2250,1.661
2251,1.822
2252,1.889
2253,1.468
2254,1.504
2255,2.312
2256,1.125
2257,1.804
2258,1.239
2259,1.008
2260,0.645
2261,0.383
2262,0.253
2263,0.231
2264,0.295
2265,0.489
2266,0.825
2267,0.999
2268,1.886
2269,1.753
2270,1.491
2271,1.531
2272,1.671
2273,1.751
2274,1.9
2275,1.928
2276,1.668
2277,1.228
2278,2.634
2279,1.066
2280,1.013
2281,1.299
2282,1.181
2283,0.842
2284,0.543
2285,0.328
2286,0.225
2287,0.219
2288,0.317
2289,0.59
2290,0.927
2291,1.08
2292,1.987
2293,1.706
2294,1.622
2295,1.689
2296,1.62
2297,1.637
2298,1.748
2299,1.801
2300,1.555
2301,1.171
2302,2.453
2303,1.057
2304,1.026
2305,1.426
2306,1.295
2307,0.863
2308,0.514
2309,0.304
2310,0.236
2311,0.262
2312,0.368
2313,0.603
2314,0.935
2315,1.074
2316,1.923
2317,1.397
2318,1.287
2319,1.43
2320,1.453
2321,1.565
2322,1.699
2323,1.839
2324,1.686
2325,1.237
2326,1.721
2327,1.036
2328,0.96
2329,1.259
2330,1.277
2331,0.994
2332,0.674
2333,0.421
2334,0.279
2335,0.243
2336,0.307
2337,0.536
2338,0.905
2339,1.001
2340,1.795
2341,1.483
2342,1.078
2343,1.391
2344,1.376
2345,1.453
2346,1.594
2347,1.783
2348,1.779
2349,1.151
2350,1.72
2351,1.071
2352,0.964
2353,1.33
2354,1.237
2355,0.889
2356,0.555
2357,0.328
2358,0.23
2359,0.238
2360,0.347
2361,0.606
2362,0.921
2363,1.018
2364,1.869
2365,1.407
2366,1.321
2367,1.461
2368,1.436
2369,1.484
2370,1.614
2371,1.714
2372,1.6
2373,1.105
2374,1.678
2375,1.029
2376,1.024
2377,1.065
2378,1.15
2379,0.871
2380,0.585
2381,0.371
2382,0.258
2383,0.242
2384,0.33
2385,0.579
2386,0.912
2387,0.985
2388,1.756
2389,1.359
2390,1.115
2391,1.397
2392,1.368
2393,1.45
2394,1.574
2395,1.69
2396,1.559
2397,1.097
2398,1.596
2399,0.984
2400,1.002
2401,1.427
2402,1.264
2403,0.963
2404,0.605
2405,0.339
2406,0.198
2407,0.174
2408,0.25
2409,0.466
2410,0.789
2411,0.869
2412,2.168
2413,1.495
2414,1.091
2415,1.362
2416,1.332
2417,1.352
2418,1.484
2419,1.549
2420,1.313
2421,0.959
2422,2.251
2423,0.912
2424,1.014
2425,1.461
2426,1.397
2427,0.995
2428,0.632
2429,0.366
2430,0.231
2431,0.21
2432,0.282
2433,0.495
2434,0.83
2435,0.921
2436,2.298
2437,1.557
2438,1.158
2439,1.413
2440,1.41
2441,1.455
2442,1.597
2443,1.694
2444,1.507
2445,1.015
2446,1.701
2447,1.059
2448,1.022
2449,1.533
2450,1.525
2451,1.127
2452,0.713
2453,0.429
2454,0.298
2455,0.276
2456,0.332
2457,0.54
2458,0.921
2459,1.058
2460,2.058
2461,1.676
2462,1.319
2463,1.442
2464,1.441
2465,1.554
2466,1.781
2467,2.421
2468,2.27
2469,1.447
2470,1.917
2471,1.065
2472,0.957
2473,1.386
2474,1.366
2475,0.915
2476,0.557
2477,0.354
2478,0.302
2479,0.305
2480,0.33
2481,0.451
2482,0.806
2483,1.099
2484,2.533
2485,1.962
2486,1.503
2487,1.647
2488,1.644
2489,1.644
2490,1.825
2491,2.096
2492,1.867
2493,1.484
2494,2.266
2495,1.212
2496,1.087
