time,demand,supply
236,1.019,-0.006
237,0.842,-0.006
238,0.733,-0.006
239,1.131,-0.006
240,0.787,-0.006
241,0.714,-0.006
242,0.730,-0.006
243,0.732,-0.006
244,0.765,-0.006
245,0.702,-0.006
246,0.775,-0.006
247,0.639,-0.006
248,0.705,-0.006
249,1.071,-0.006
250,0.661,0.296
251,1.358,0.407
252,0.482,1.480
253,0.346,3.368
254,0.321,4.423
255,0.802,4.024
256,0.691,2.971
257,0.734,1.963
258,0.761,1.169
259,0.912,0.104
260,4.094,-0.005
261,1.197,-0.006
262,0.711,-0.006
263,0.796,-0.006
264,0.635,-0.006
265,0.642,-0.006
266,0.618,-0.006
267,0.538,-0.006
268,0.908,-0.006
269,1.038,-0.006
270,0.993,-0.006
271,0.611,-0.006
272,0.820,-0.006
273,1.100,-0.006
274,1.056,-0.006
275,0.754,-0.007
276,0.616,-0.010
277,0.845,-0.009
278,0.927,-0.009
279,0.904,-0.008
280,0.570,-0.006
281,0.786,-0.009
282,0.764,-0.009
283,1.258,-0.006
284,1.316,-0.005
285,1.179,-0.006
286,0.688,-0.006
287,1.309,-0.006
288,0.975,-0.006
289,0.596,-0.006
290,1.010,-0.006
291,1.124,-0.006
292,1.063,-0.006
293,0.569,-0.006
294,0.908,-0.006
295,1.237,-0.006
296,1.254,-0.006
297,0.672,-0.006
298,0.968,-0.006
299,1.088,-0.010
300,0.834,0.019
301,0.709,0.071
302,0.812,0.094
303,0.881,0.077
304,0.928,0.034
305,0.914,-0.003
306,1.024,-0.009
307,1.256,-0.007
308,1.364,-0.005
309,1.442,-0.005
310,0.899,-0.006
311,1.654,-0.006
312,1.040,-0.006
313,0.563,-0.006
314,1.103,-0.006
315,1.060,-0.006
316,1.091,-0.006
317,0.514,-0.006
318,0.890,-0.006
319,0.999,-0.006
320,1.070,-0.006
321,0.721,-0.006
322,1.025,-0.006
323,0.824,-0.010
324,0.901,-0.007
325,0.729,-0.003
326,0.877,0.015
327,1.272,0.027
328,0.844,0.101
329,1.177,0.681
330,1.190,0.475
331,0.933,0.142
332,1.061,-0.006
333,1.444,-0.006
334,1.734,-0.006
335,1.239,-0.006
336,0.771,-0.006
337,1.565,-0.006
338,1.479,-0.006
339,0.994,-0.006
340,0.621,-0.006
341,0.932,-0.006
342,0.845,-0.006
343,0.872,-0.006
344,0.695,-0.006
345,0.974,-0.006
346,1.065,0.241
347,0.993,1.091
348,3.808,2.009
349,2.765,2.718
350,4.571,3.158
351,2.114,3.136
352,3.703,2.881
353,0.915,2.359
354,0.798,1.557
355,0.705,0.446
356,0.815,-0.006
357,1.002,-0.006
358,0.765,-0.006
359,0.736,-0.006
360,0.705,-0.006
361,0.745,-0.006
362,0.787,-0.006
363,0.808,-0.006
364,0.802,-0.006
365,0.725,-0.006
366,0.680,-0.006
367,0.615,-0.006
368,0.717,-0.006
369,0.622,-0.006
370,0.888,0.441
371,0.786,0.291
372,1.005,0.397
373,0.450,0.516
374,0.500,0.514
375,0.536,0.758
376,0.859,1.074
377,0.501,2.386
378,0.438,1.487
379,0.580,0.358
380,1.354,-0.006
381,0.910,-0.006
382,0.992,-0.006
383,0.882,-0.006
384,0.703,-0.006
385,0.513,-0.006
386,0.568,-0.006
387,0.758,-0.006
388,0.819,-0.006
389,0.799,-0.006
390,0.437,-0.006
391,0.519,-0.006
392,0.646,-0.006
393,1.198,-0.006
394,1.270,0.908
395,1.911,3.132
396,3.847,4.329
397,1.602,4.805
398,0.588,4.713
399,0.574,4.277
400,0.610,3.510
401,0.537,1.746
402,0.478,1.063
403,0.813,0.682
404,0.899,0.002
405,0.844,-0.006
406,0.704,-0.006
407,0.803,-0.006
408,0.739,-0.006
409,0.672,-0.006
410,0.707,-0.006
411,0.617,-0.006
412,0.594,-0.006
413,0.597,-0.006
414,0.559,-0.006
415,0.884,-0.006
416,0.686,-0.006
417,0.680,-0.006
418,0.629,0.029
419,0.763,0.335
420,0.450,1.850
421,0.467,4.639
422,0.697,4.193
423,0.473,3.750
424,0.613,3.206
425,0.579,2.624
426,0.640,1.156
427,0.625,0.593
428,0.614,-0.006
429,0.719,-0.006
430,0.692,-0.006
431,0.756,-0.006
432,0.621,-0.006
433,0.691,-0.006
434,0.550,-0.006
435,0.514,-0.006
436,0.512,-0.006
437,0.565,-0.006
438,0.577,-0.006
439,0.527,-0.006
440,0.743,-0.006
441,0.802,-0.006
442,0.652,0.246
443,0.489,0.852
444,0.423,1.440
445,0.337,4.193
446,0.654,4.412
447,0.927,4.198
448,1.014,3.515
449,0.882,2.459
450,0.825,0.739
451,0.831,0.119
452,0.955,-0.006
453,0.813,-0.006
454,0.740,-0.006
455,0.779,-0.006
456,0.807,-0.006
457,0.770,-0.006
458,0.756,-0.006
459,0.823,-0.006
460,0.629,-0.006
461,0.457,-0.006
462,0.454,-0.006
463,0.604,-0.006
464,0.943,-0.006
465,0.771,-0.006
466,0.873,0.234
467,0.566,1.841
468,0.717,2.634
469,0.982,1.823
470,0.983,1.163
471,1.236,0.629
472,1.143,0.363
473,1.157,0.229
474,0.852,0.064
475,0.627,0.007
476,1.005,-0.006
477,1.034,-0.006
478,0.989,-0.006
479,0.797,-0.006
480,0.639,-0.006
481,1.027,-0.006
482,0.806,-0.006
483,1.047,-0.006
484,0.706,-0.006
485,0.387,-0.006
486,0.778,-0.006
487,0.851,-0.006
488,0.927,-0.006
489,0.540,-0.006
490,0.790,-0.006
491,1.148,-0.010
492,0.857,-0.009
493,0.690,0.002
494,0.771,0.025
495,0.821,0.016
496,0.797,0.011
497,0.783,0.002
498,0.419,-0.008
499,0.864,-0.008
500,1.237,-0.006
501,1.892,-0.006
502,0.885,-0.006
503,1.031,-0.006
504,1.271,-0.006
505,1.027,-0.006
506,0.889,-0.006
507,0.570,-0.006
508,0.997,-0.006
509,0.852,-0.006
510,0.717,-0.006
511,0.550,-0.006
512,1.227,-0.006
513,1.081,-0.006
514,0.819,-0.005
515,0.865,0.046
516,0.848,0.117
517,1.019,0.178
518,0.987,0.329
519,0.817,1.737
520,1.672,2.934
521,1.711,2.492
522,1.193,1.694
523,0.692,0.600
524,1.122,-0.007
525,1.404,-0.006
526,0.777,-0.006
527,0.916,-0.006
528,0.804,-0.006
529,0.810,-0.006
530,0.815,-0.006
531,0.860,-0.006
532,0.815,-0.006
533,0.763,-0.006
534,0.889,-0.006
535,0.939,-0.006
536,0.732,-0.006
537,0.495,-0.006
538,0.987,0.411
539,0.882,0.707
540,0.895,2.495
541,0.585,3.092
542,0.776,3.428
543,0.598,4.010
544,0.642,3.793
545,0.750,2.658
546,0.741,1.624
547,0.558,0.599
548,0.748,-0.006
549,0.791,-0.006
550,0.706,-0.006
551,0.740,-0.006
552,0.752,-0.006
553,0.872,-0.006
554,0.871,-0.006
555,0.871,-0.006
556,0.753,-0.006
557,0.493,-0.006
558,0.587,-0.006
559,0.858,-0.006
560,0.925,-0.006
561,0.806,-0.006
562,0.520,1.213
563,0.930,1.448
564,0.671,1.228
565,1.126,3.311
566,0.620,4.034
567,0.649,1.980
568,0.688,1.486
569,0.635,1.201
570,0.941,0.559
571,0.768,0.163
572,0.998,-0.006
573,0.834,-0.006
574,1.493,-0.006
575,1.509,-0.006
576,0.916,-0.006
577,0.762,-0.006
578,1.134,-0.006
579,0.885,-0.006
580,0.889,-0.006
581,0.618,-0.006
582,0.404,-0.006
583,0.826,-0.006
584,0.895,-0.006
585,0.993,-0.006
586,0.695,1.106
587,0.553,3.112
588,0.745,4.202
589,0.917,4.673
590,2.561,4.628
591,2.423,4.016
592,3.986,3.596
593,2.493,2.508
594,0.857,1.589
595,2.916,0.583
596,1.222,-0.003
597,0.864,-0.006
598,0.688,-0.006
599,1.014,-0.006
600,0.930,-0.006
601,0.755,-0.006
602,0.711,-0.006
603,0.715,-0.006
604,0.589,-0.006
605,0.592,-0.006
606,0.811,-0.006
607,0.804,-0.006
608,0.955,-0.006
609,0.944,-0.006
610,0.623,1.001
611,0.540,3.065
612,0.298,4.124
613,0.354,4.598
614,0.398,4.598
615,0.433,4.272
616,0.519,3.514
617,0.512,2.508
618,0.627,1.669
619,1.027,0.663
620,1.351,-0.006
621,1.125,-0.006
622,0.729,-0.006
623,0.778,-0.006
624,0.807,-0.006
625,0.723,-0.006
626,0.753,-0.006
627,0.691,-0.006
628,0.651,-0.006
629,0.501,-0.006
630,0.495,-0.006
631,0.720,-0.006
632,0.727,-0.006
633,0.659,-0.006
634,0.545,1.115
635,0.646,3.148
636,0.617,3.907
637,0.410,4.303
638,0.453,4.721
639,0.500,4.035
640,0.629,3.665
641,0.671,2.621
642,0.658,1.715
643,0.689,0.688
644,1.525,-0.006
645,1.422,-0.006
646,1.377,-0.006
647,0.765,-0.006
648,0.715,-0.006
649,0.649,-0.006
650,0.604,-0.006
651,0.730,-0.006
652,0.551,-0.006
653,0.493,-0.006
654,0.551,-0.006
655,0.575,-0.006
656,0.837,-0.006
657,0.799,-0.006
658,0.886,0.431
659,0.632,3.237
660,0.367,4.305
661,0.346,4.840
662,0.369,4.885
663,0.372,4.495
664,0.437,3.700
665,0.444,2.671
666,0.435,1.704
667,0.548,0.689
668,0.606,-0.005
669,0.879,-0.006
670,0.783,-0.006
671,0.788,-0.006
672,0.654,-0.006
673,0.706,-0.006
674,0.713,-0.006
675,0.709,-0.006
676,0.670,-0.006
677,0.568,-0.006
678,0.653,-0.006
679,0.746,-0.006
680,0.722,-0.006
681,0.850,-0.006
682,0.768,0.029
683,0.892,0.506
684,3.242,0.643
685,2.198,0.642
686,2.847,0.938
687,0.734,2.147
688,0.807,3.713
689,0.796,2.413
690,0.717,1.345
691,0.872,0.441
692,0.977,-0.003
693,1.119,-0.006
694,0.708,-0.006
695,0.636,-0.006
696,0.648,-0.006
697,0.611,-0.006
698,0.694,-0.006
699,0.936,-0.006
700,0.874,-0.006
701,0.662,-0.006
702,0.379,-0.006
703,0.596,-0.006
704,1.072,-0.006
705,1.295,-0.006
706,1.017,0.229
707,0.571,1.548
708,0.754,0.787
709,0.889,0.984
710,1.013,1.754
711,0.755,1.364
712,0.515,1.117
713,0.555,0.862
714,0.896,0.329
715,0.871,0.095
716,1.150,-0.006
717,1.064,-0.006
718,0.917,-0.006
719,0.765,-0.006
720,0.889,-0.006
721,0.914,-0.006
722,1.161,-0.006
723,1.006,-0.006
724,0.491,-0.006
725,0.381,-0.006
726,0.785,-0.006
727,0.827,-0.006
728,0.997,-0.006
729,0.731,-0.006
730,0.781,0.269
731,1.036,0.315
732,1.157,0.532
733,1.054,0.877
734,0.662,1.055
735,0.580,0.834
736,1.128,0.509
737,0.653,0.582
738,1.103,0.485
739,1.228,0.038
740,1.280,-0.007
741,1.081,-0.006
742,1.104,-0.006
743,0.987,-0.006
744,0.996,-0.006
745,0.612,-0.006
746,0.653,-0.006
747,0.773,-0.006
748,0.822,-0.006
749,0.813,-0.006
750,0.522,-0.006
751,0.609,-0.006
752,1.358,-0.006
753,1.056,-0.006
754,0.734,0.281
755,0.867,0.941
756,0.747,2.271
757,0.945,4.618
758,0.652,5.149
759,0.954,4.756
760,0.511,2.057
761,0.615,0.975
762,0.707,0.453
763,0.862,0.097
764,1.297,-0.006
765,0.985,-0.006
766,0.708,-0.006
767,0.749,-0.006
768,1.123,-0.006
769,0.970,-0.006
770,0.986,-0.006
771,0.650,-0.006
772,0.931,-0.006
773,0.817,-0.006
774,0.846,-0.006
775,0.678,-0.006
776,1.001,-0.006
777,1.111,-0.006
778,0.493,0.632
779,0.640,3.375
780,0.436,4.276
781,0.601,4.872
782,0.620,4.848
783,0.435,3.792
784,0.563,3.794
785,0.696,2.656
786,1.288,1.765
787,1.331,0.798
788,1.410,-0.001
789,1.260,-0.006
790,1.121,-0.006
791,1.002,-0.006
792,0.758,-0.006
793,0.730,-0.006
794,0.701,-0.006
795,0.872,-0.006
796,0.721,-0.006
797,0.609,-0.006
798,0.569,-0.006
799,0.840,-0.006
800,0.764,-0.006
801,0.757,-0.007
802,0.578,0.051
803,0.807,2.799
804,0.465,4.148
805,0.736,4.810
806,0.752,4.791
807,0.548,4.084
808,0.568,3.854
809,0.557,2.784
810,0.614,1.819
811,0.555,0.734
812,0.886,0.005
813,1.280,-0.006
814,1.654,-0.006
815,0.982,-0.006
816,0.781,-0.006
817,0.727,-0.006
818,0.711,-0.006
819,0.777,-0.006
820,0.726,-0.006
821,0.593,-0.006
822,0.596,-0.006
823,0.698,-0.006
824,0.915,-0.006
825,0.863,-0.006
826,0.758,0.024
827,0.607,0.353
828,0.444,1.781
829,0.820,3.107
830,0.846,0.790
831,1.042,0.640
832,0.577,0.583
833,0.458,0.422
834,0.982,0.212
835,1.016,0.038
836,1.078,-0.006
837,1.138,-0.006
838,0.906,-0.006
839,0.859,-0.006
840,1.155,-0.006
841,0.714,-0.006
842,0.634,-0.006
843,0.940,-0.006
844,1.088,-0.006
845,0.501,-0.006
846,0.502,-0.006
847,0.910,-0.006
848,0.843,-0.006
849,0.599,-0.006
850,0.801,1.272
851,0.743,3.093
852,0.465,4.516
853,0.506,4.900
854,0.738,4.687
855,0.650,4.776
856,0.727,3.738
857,0.739,2.156
858,0.681,0.622
859,0.740,0.441
860,0.891,0.015
861,0.899,-0.006
862,0.618,-0.006
863,0.650,-0.006
864,0.664,-0.006
865,0.636,-0.006
866,0.662,-0.006
867,0.600,-0.006
868,0.612,-0.006
869,0.647,-0.006
870,0.844,-0.006
871,0.847,-0.006
872,0.938,-0.006
873,0.906,-0.006
874,0.557,1.549
875,0.898,3.507
876,0.489,4.554
877,2.428,5.020
878,4.065,5.006
879,3.412,4.653
880,3.185,3.301
881,1.321,2.021
882,0.531,1.398
883,0.631,0.249
884,0.877,0.013
885,0.874,-0.006
886,0.692,-0.006
887,1.033,-0.006
888,0.659,-0.006
889,0.576,-0.006
890,0.596,-0.006
891,0.545,-0.006
892,0.567,-0.006
893,0.572,-0.006
894,0.526,-0.006
895,0.500,-0.006
896,0.743,-0.006
897,0.757,-0.007
898,0.577,1.587
899,0.502,3.364
900,0.503,4.504
901,0.499,4.955
902,0.422,4.941
903,0.411,4.580
904,0.516,3.829
905,1.301,2.753
906,3.035,1.475
907,4.187,0.858
908,2.180,-0.001
909,0.720,-0.006
910,0.637,-0.006
911,0.707,-0.006
912,0.682,-0.006
913,0.785,-0.006
914,0.663,-0.006
915,0.512,-0.006
916,0.486,-0.006
917,0.476,-0.006
918,0.503,-0.006
919,0.704,-0.006
920,0.746,-0.006
921,0.888,-0.007
922,0.747,1.538
923,0.608,3.474
924,0.421,4.534
925,0.377,4.977
926,0.552,5.048
927,0.630,4.634
928,0.632,3.867
929,0.662,2.789
930,0.863,1.838
931,0.576,0.866
932,0.522,0.021
933,0.492,-0.006
934,0.569,-0.006
935,0.764,-0.006
936,0.726,-0.006
937,0.636,-0.006
938,0.675,-0.006
939,0.695,-0.006
940,0.617,-0.006
941,0.598,-0.006
942,0.593,-0.006
943,0.848,-0.006
944,0.894,-0.006
945,1.014,-0.007
946,0.644,1.611
947,0.600,3.548
948,0.432,4.635
949,0.446,5.133
950,0.461,5.164
951,0.334,4.760
952,0.416,3.968
953,0.646,2.864
954,0.633,1.873
955,0.652,0.905
956,0.835,0.027
957,0.909,-0.006
958,0.885,-0.006
959,0.975,-0.006
960,0.826,-0.006
961,0.680,-0.006
962,0.684,-0.006
963,0.605,-0.006
964,0.548,-0.006
965,0.511,-0.006
966,0.610,-0.006
967,0.694,-0.006
968,0.995,-0.006
969,0.960,-0.006
970,0.485,1.678
971,0.537,3.495
972,0.488,4.579
973,0.354,5.113
974,0.465,5.220
975,0.615,3.835
976,0.689,1.669
977,0.704,1.075
978,0.742,0.514
979,0.946,0.041
980,2.295,-0.007
981,1.338,-0.006
982,0.758,-0.006
983,0.728,-0.006
984,0.580,-0.006
985,0.632,-0.006
986,0.655,-0.006
987,0.677,-0.006
988,0.638,-0.006
989,0.614,-0.006
990,0.645,-0.006
991,0.842,-0.006
992,0.929,-0.006
993,1.405,-0.006
994,1.625,0.025
995,0.858,0.140
996,0.559,0.391
997,0.539,2.178
998,0.431,3.882
999,0.381,4.278
1000,0.526,3.301
1001,0.582,2.771
1002,0.601,1.239
1003,0.695,0.814
1004,0.820,0.027
1005,1.226,-0.006
1006,0.839,-0.006
1007,0.860,-0.006
1008,0.675,-0.006
1009,0.653,-0.006
1010,0.687,-0.006
1011,0.728,-0.006
1012,0.671,-0.006
1013,0.643,-0.006
1014,0.697,-0.006
1015,0.936,-0.006
1016,0.977,-0.006
1017,1.022,-0.006
1018,0.818,0.183
1019,0.600,1.841
1020,0.502,2.917
1021,0.378,4.843
1022,0.472,4.704
1023,0.718,4.381
1024,0.720,3.786
1025,0.674,2.763
1026,0.661,1.843
1027,0.565,0.769
1028,0.883,0.044
1029,0.869,-0.006
1030,0.722,-0.006
1031,0.787,-0.006
1032,0.749,-0.006
1033,0.821,-0.006
1034,0.732,-0.006
1035,0.754,-0.006
1036,0.625,-0.006
1037,0.478,-0.006
1038,0.461,-0.006
1039,0.574,-0.006
1040,0.565,-0.006
1041,0.554,-0.006
1042,0.894,1.689
1043,0.516,3.570
1044,0.848,4.599
1045,0.766,5.057
1046,0.603,5.096
1047,0.577,4.796
1048,0.526,4.064
1049,0.547,2.930
1050,0.548,1.894
1051,0.581,0.922
1052,0.802,0.048
1053,0.749,-0.006
1054,0.713,-0.006
1055,0.912,-0.006
1056,0.655,-0.006
1057,0.641,-0.006
1058,0.595,-0.006
1059,0.572,-0.006
1060,0.538,-0.006
1061,0.572,-0.006
1062,0.745,-0.006
1063,0.861,-0.006
1064,0.893,-0.006
1065,0.801,0.013
1066,0.756,1.901
1067,0.642,3.632
1068,0.427,4.671
1069,0.298,5.348
1070,0.361,5.445
1071,0.382,2.512
1072,0.381,2.646
1073,0.408,1.826
1074,0.487,1.124
1075,0.784,0.944
1076,2.104,0.083
1077,1.543,-0.006
1078,0.859,-0.006
1079,0.777,-0.006
1080,0.823,-0.006
1081,0.747,-0.006
1082,0.732,-0.006
1083,0.765,-0.006
1084,0.704,-0.006
1085,0.599,-0.006
1086,0.642,-0.006
1087,0.763,-0.006
1088,0.812,-0.006
1089,0.826,-0.006
1090,0.982,0.137
1091,0.612,0.613
1092,0.343,1.463
1093,0.413,2.728
1094,0.331,5.152
1095,0.414,2.527
1096,3.596,1.014
1097,3.947,0.454
1098,2.962,0.055
1099,0.795,-0.007
1100,4.017,-0.005
1101,1.852,-0.006
1102,2.309,-0.006
1103,1.237,-0.006
1104,0.898,-0.006
1105,0.548,-0.006
1106,0.558,-0.006
1107,0.558,-0.006
1108,0.813,-0.006
1109,0.661,-0.006
1110,0.612,-0.006
1111,1.036,-0.006
1112,1.026,-0.006
1113,0.666,-0.006
1114,0.833,-0.007
1115,0.616,-0.010
1116,0.959,-0.007
1117,1.739,-0.007
1118,3.809,-0.003
1119,0.640,-0.007
1120,0.654,-0.008
1121,1.410,-0.005
1122,0.865,-0.007
1123,0.699,-0.007
1124,1.143,-0.006
1125,1.065,-0.006
1126,0.725,-0.006
1127,0.967,-0.006
1128,1.315,-0.006
1129,1.056,-0.006
1130,0.701,-0.006
1131,0.750,-0.006
1132,1.073,-0.006
1133,0.813,-0.006
1134,0.408,-0.006
1135,0.746,-0.006
1136,0.958,-0.006
1137,0.973,-0.006
1138,0.621,-0.007
1139,0.726,0.002
1140,1.675,0.042
1141,0.781,0.078
1142,0.657,0.082
1143,1.093,0.143
1144,0.764,0.599
1145,0.853,1.403
1146,0.759,1.022
1147,0.831,0.465
1148,0.792,0.021
1149,1.275,-0.006
1150,0.731,-0.006
1151,1.019,-0.006
1152,0.868,-0.006
1153,0.821,-0.006
1154,0.784,-0.006
1155,0.561,-0.006
1156,0.572,-0.006
1157,0.918,-0.006
1158,1.043,-0.006
1159,1.076,-0.006
1160,0.858,-0.006
1161,1.159,-0.006
1162,0.743,0.464
1163,0.752,1.098
1164,0.683,1.587
1165,0.709,2.289
1166,0.860,3.228
1167,0.802,3.358
1168,0.774,3.134
1169,0.766,2.647
1170,0.732,1.890
1171,0.819,0.860
1172,0.884,0.061
1173,1.159,-0.006
1174,1.119,-0.006
1175,1.169,-0.006
1176,0.839,-0.006
1177,0.789,-0.006
1178,0.816,-0.006
1179,0.781,-0.006
1180,0.706,-0.006
1181,0.484,-0.006
1182,0.456,-0.006
1183,0.518,-0.006
1184,0.846,-0.006
1185,0.975,0.002
1186,0.546,0.980
1187,0.477,2.242
1188,0.423,4.058
1189,0.578,5.308
1190,0.677,5.176
1191,0.702,4.941
1192,0.665,3.757
1193,0.674,2.239
1194,0.665,1.787
1195,0.763,0.873
1196,0.762,0.066
1197,1.250,-0.006
1198,0.769,-0.006
1199,0.886,-0.006
1200,0.728,-0.006
1201,0.712,-0.006
1202,0.656,-0.006
1203,0.597,-0.006
1204,0.603,-0.006
1205,0.568,-0.006
1206,0.569,-0.006
1207,0.717,-0.006
1208,0.825,-0.006
1209,0.835,0.024
1210,0.843,2.070
1211,1.904,3.763
1212,4.317,4.739
1213,1.232,5.298
1214,0.589,5.430
1215,0.628,3.602
1216,0.672,0.968
1217,0.672,0.358
1218,0.629,0.894
1219,0.701,0.186
1220,1.458,0.105
1221,0.811,-0.006
1222,0.891,-0.006
1223,0.853,-0.006
1224,0.717,-0.006
1225,0.817,-0.006
1226,0.712,-0.006
1227,0.561,-0.006
1228,0.581,-0.006
1229,0.476,-0.006
1230,1.051,-0.006
1231,0.969,-0.006
1232,0.822,-0.006
1233,0.628,-0.006
1234,0.560,0.014
1235,0.645,0.095
1236,0.770,0.170
1237,1.030,0.378
1238,0.679,0.812
1239,0.559,0.932
1240,0.633,0.521
1241,0.621,0.577
1242,0.945,0.280
1243,0.989,0.008
1244,0.842,-0.007
1245,0.852,-0.006
1246,0.988,-0.006
1247,1.138,-0.006
1248,0.873,-0.006
1249,0.649,-0.006
1250,0.937,-0.006
1251,1.056,-0.006
1252,0.769,-0.006
1253,0.454,-0.006
1254,0.781,-0.006
1255,1.029,-0.006
1256,0.963,-0.006
1257,0.573,-0.006
1258,0.572,-0.007
1259,0.855,0.023
1260,0.901,0.082
1261,0.670,0.268
1262,0.408,0.372
1263,0.519,0.528
1264,1.410,0.479
1265,1.203,0.426
1266,0.824,0.223
1267,0.672,0.101
1268,1.020,-0.004
1269,1.029,-0.006
1270,0.866,-0.006
1271,0.770,-0.006
1272,1.076,-0.006
1273,1.144,-0.006
1274,0.941,-0.006
1275,0.624,-0.006
1276,0.876,-0.006
1277,0.856,-0.006
1278,0.820,-0.006
1279,0.670,-0.006
1280,0.665,-0.006
1281,0.990,-0.007
1282,0.947,0.075
1283,0.738,0.522
1284,0.509,0.608
1285,0.464,1.013
1286,0.890,1.117
1287,0.586,1.159
1288,0.477,0.888
1289,0.422,0.587
1290,0.950,0.290
1291,1.315,0.097
