time,demand,supply
176,3.816,-0.010
177,3.875,-0.010
178,3.917,-0.009
179,3.875,-0.009
180,5.531,-0.009
181,8.783,0.274
182,9.721,3.033
183,8.835,8.786
184,9.310,12.203
185,9.422,21.265
186,11.564,13.116
187,8.393,13.821
188,8.908,12.417
189,9.841,16.628
190,7.642,12.494
191,6.144,2.071
192,4.991,-0.009
193,8.908,-0.011
194,8.712,-0.011
195,6.408,-0.010
196,4.669,-0.010
197,4.249,-0.009
198,4.215,-0.010
199,3.970,-0.010
200,4.074,-0.010
201,3.816,-0.010
202,4.167,-0.009
203,3.827,-0.009
204,5.508,-0.009
205,8.068,0.295
206,10.286,2.839
207,10.206,8.800
208,10.820,14.849
209,10.410,19.967
210,10.729,22.997
211,10.458,23.775
212,10.537,23.307
213,11.184,10.566
214,9.550,6.752
215,9.370,2.786
216,11.077,-0.009
217,11.554,-0.011
218,8.429,-0.011
219,4.818,-0.010
220,4.564,-0.010
221,4.686,-0.010
222,4.495,-0.009
223,4.361,-0.010
224,4.143,-0.009
225,4.319,-0.009
226,4.450,-0.009
227,4.066,-0.009
228,4.258,-0.009
229,3.677,0.278
230,3.843,2.818
231,4.769,7.647
232,5.276,12.765
233,5.667,20.169
234,5.596,9.836
235,6.222,19.542
236,6.895,10.741
237,6.772,4.883
238,6.366,6.087
239,5.044,2.650
240,5.025,-0.007
241,4.889,-0.010
242,4.893,-0.010
243,4.675,-0.010
244,4.666,-0.010
245,4.462,-0.010
246,4.445,-0.010
247,4.157,-0.010
248,4.050,-0.010
249,4.112,-0.010
250,4.323,-0.009
251,4.066,-0.010
252,3.985,-0.009
253,4.509,0.304
254,7.404,2.886
255,9.187,9.050
256,8.771,14.232
257,6.557,19.562
258,6.077,22.014
259,7.668,22.823
260,8.443,21.765
261,7.187,17.993
262,5.836,11.596
263,5.106,2.843
264,4.968,-0.008
265,4.707,-0.010
266,4.896,-0.010
267,4.845,-0.010
268,4.550,-0.010
269,4.420,-0.010
270,4.314,-0.010
271,4.417,-0.010
272,4.092,-0.010
273,4.334,-0.010
274,4.440,-0.010
275,4.067,-0.010
276,6.697,-0.009
277,10.051,0.345
278,10.047,3.281
279,13.618,7.025
280,11.058,13.053
281,10.225,15.926
282,10.002,21.125
283,9.395,23.792
284,8.903,20.591
285,9.630,13.110
286,8.174,11.904
287,6.724,3.011
288,7.406,-0.002
289,9.155,-0.011
290,8.004,-0.010
291,4.330,-0.010
292,4.306,-0.010
293,4.173,-0.010
294,4.237,-0.010
295,4.060,-0.010
296,3.838,-0.010
297,3.861,-0.010
298,4.124,-0.010
299,3.749,-0.010
300,5.615,-0.009
301,7.411,0.343
302,9.243,2.967
303,12.435,6.250
304,10.912,16.306
305,9.553,19.415
306,8.711,22.810
307,7.714,22.915
308,8.039,22.101
309,8.806,18.235
310,6.913,11.562
311,6.100,2.732
312,6.931,-0.003
313,10.130,-0.011
314,6.375,-0.010
315,4.058,-0.010
316,4.085,-0.010
317,4.000,-0.010
318,3.907,-0.010
319,3.713,-0.010
320,3.713,-0.009
321,3.744,-0.009
322,3.899,-0.009
323,3.827,-0.009
324,5.688,-0.010
325,8.357,0.445
326,8.279,3.115
327,9.104,3.830
328,9.848,8.910
329,10.211,8.264
330,10.540,17.280
331,9.070,16.603
332,9.140,11.434
333,10.032,8.420
334,6.992,2.448
335,6.143,2.204
336,6.738,-0.003
337,9.470,-0.012
338,10.047,-0.011
339,7.977,-0.010
340,4.782,-0.010
341,4.780,-0.010
342,4.493,-0.010
343,4.455,-0.009
344,4.305,-0.009
345,4.576,-0.009
346,4.495,-0.009
347,4.519,-0.009
348,5.680,-0.009
349,10.500,0.466
350,11.843,3.240
351,12.614,7.048
352,11.582,9.419
353,10.576,18.332
354,11.672,24.002
355,10.994,21.907
356,9.499,15.959
357,9.887,11.457
358,7.707,7.098
359,7.627,2.169
360,9.533,-0.011
361,8.483,-0.011
362,5.020,-0.010
363,4.817,-0.009
364,4.847,-0.009
365,4.820,-0.009
366,4.546,-0.010
367,4.579,-0.010
368,4.345,-0.009
369,4.408,-0.010
370,4.546,-0.009
371,4.170,-0.009
372,5.870,-0.009
373,8.530,0.275
374,11.596,2.694
375,14.660,5.013
376,12.946,8.806
377,10.422,14.574
378,9.716,17.063
379,8.015,14.045
380,8.597,16.822
381,10.170,18.831
382,8.336,6.911
383,7.370,1.309
384,9.215,0.004
385,8.985,-0.011
386,7.408,-0.011
387,6.250,-0.011
388,4.157,-0.010
389,3.995,-0.009
390,4.017,-0.010
391,3.796,-0.009
392,3.762,-0.009
393,3.728,-0.009
394,3.965,-0.009
395,3.807,-0.009
396,3.822,-0.009
397,3.720,0.621
398,3.596,3.270
399,3.883,8.911
400,3.611,10.172
401,4.129,15.613
402,4.637,15.122
403,4.782,21.591
404,4.528,15.079
405,4.352,13.765
406,4.414,9.197
407,4.201,4.002
408,5.040,-0.008
409,4.172,-0.010
410,4.230,-0.010
411,4.011,-0.010
412,3.907,-0.010
413,3.966,-0.010
414,3.818,-0.010
415,3.703,-0.010
416,3.649,-0.010
417,3.725,-0.010
418,3.901,-0.010
419,3.588,-0.010
420,3.573,-0.010
421,3.703,0.373
422,8.943,3.206
423,9.199,9.115
424,7.015,15.114
425,4.483,19.582
426,5.719,22.630
427,8.218,23.855
428,8.452,22.283
429,8.383,18.708
430,6.789,12.277
431,6.038,3.248
432,5.137,0.011
433,4.905,-0.010
434,5.008,-0.010
435,4.930,-0.010
436,4.730,-0.009
437,4.747,-0.009
438,4.532,-0.010
439,4.154,-0.010
440,4.084,-0.009
441,3.976,-0.010
442,4.139,-0.009
443,3.879,-0.009
444,3.811,-0.009
445,3.741,0.831
446,4.136,3.356
447,4.756,9.342
448,4.597,11.856
449,5.773,19.873
450,6.625,22.440
451,6.830,23.484
452,6.931,20.508
453,7.124,11.633
454,7.912,13.128
455,8.294,3.398
456,7.828,0.025
457,7.592,-0.010
458,7.683,-0.010
459,4.654,-0.010
460,4.759,-0.010
461,4.554,-0.010
462,4.623,-0.010
463,4.344,-0.009
464,4.416,-0.010
465,4.178,-0.010
466,4.384,-0.010
467,4.185,-0.010
468,5.327,-0.010
469,11.280,0.323
470,8.809,4.491
471,10.245,8.885
472,12.444,15.556
473,10.060,8.999
474,9.375,20.082
475,8.287,15.188
476,9.143,13.060
477,10.170,9.522
478,7.576,3.610
479,6.335,2.642
480,7.110,0.008
481,8.826,-0.012
482,7.164,-0.010
483,4.715,-0.010
484,4.428,-0.010
485,4.528,-0.010
486,4.367,-0.010
487,4.129,-0.010
488,3.951,-0.010
489,4.033,-0.010
490,4.110,-0.009
491,3.921,-0.009
492,4.962,-0.010
493,8.741,0.260
494,9.000,3.104
495,9.404,9.123
496,10.262,14.005
497,9.986,20.522
498,10.118,22.450
499,9.527,23.259
500,10.781,22.469
501,11.374,18.739
502,8.061,12.725
503,6.324,3.429
504,7.901,0.012
505,9.717,-0.012
506,9.522,-0.011
507,7.217,-0.010
508,4.464,-0.010
509,4.669,-0.010
510,4.456,-0.010
511,4.124,-0.010
512,4.270,-0.010
513,3.985,-0.010
514,4.156,-0.009
515,4.034,-0.009
516,5.774,-0.010
517,8.173,0.403
518,10.315,3.288
519,9.796,6.620
520,9.980,8.899
521,10.460,13.994
522,9.741,22.644
523,10.053,23.342
524,10.169,21.916
525,10.518,18.122
526,9.595,12.249
527,8.292,3.725
528,10.164,0.022
529,7.997,-0.010
530,7.305,-0.010
531,5.371,-0.010
532,4.829,-0.009
533,4.678,-0.009
534,4.797,-0.009
535,4.574,-0.009
536,4.700,-0.010
537,4.432,-0.009
538,4.773,-0.009
539,4.418,-0.010
540,6.713,-0.009
541,9.044,0.274
542,10.356,2.134
543,9.467,8.217
544,9.056,14.789
545,10.720,14.094
546,11.665,11.378
547,10.363,13.011
548,9.951,6.936
549,11.041,6.976
550,8.481,2.486
551,9.822,1.109
552,8.327,0.028
553,8.988,-0.010
554,7.499,-0.010
555,4.756,-0.009
556,4.547,-0.009
557,4.599,-0.009
558,4.538,-0.010
559,4.434,-0.009
560,4.287,-0.009
561,4.332,-0.009
562,4.307,-0.009
563,4.292,-0.010
564,4.011,-0.010
565,3.762,0.242
566,3.822,3.159
567,4.757,9.492
568,5.185,14.966
569,5.445,20.452
570,6.938,20.685
571,7.060,22.901
572,7.044,23.100
573,6.764,17.140
574,6.649,6.041
575,4.860,3.569
576,4.534,0.005
577,4.578,-0.010
578,4.580,-0.010
579,4.500,-0.010
580,4.342,-0.010
581,4.471,-0.010
582,3.968,-0.010
583,3.984,-0.010
584,4.030,-0.010
585,3.911,-0.010
586,4.243,-0.009
587,4.031,-0.009
588,3.938,-0.009
589,3.770,0.627
590,8.585,3.973
591,9.393,9.577
592,7.757,15.869
593,7.876,19.860
594,6.931,18.102
595,6.911,18.252
596,6.766,16.699
597,6.308,12.164
598,5.034,9.035
599,4.983,2.682
600,4.543,0.020
601,4.198,-0.010
602,4.594,-0.010
603,4.019,-0.010
604,4.370,-0.010
605,4.050,-0.010
606,4.003,-0.010
607,4.037,-0.009
608,3.900,-0.010
609,4.040,-0.009
610,4.101,-0.009
611,3.936,-0.009
612,4.933,-0.009
613,9.251,0.255
614,9.989,3.134
615,10.665,9.482
616,10.934,15.824
617,10.235,19.801
618,9.235,24.192
619,8.631,25.198
620,8.814,23.596
621,10.088,19.785
622,8.586,13.733
623,6.289,4.190
624,8.355,0.046
625,8.505,-0.012
626,8.589,-0.011
627,7.568,-0.010
628,5.005,-0.010
629,4.257,-0.010
630,4.479,-0.010
631,4.072,-0.010
632,3.958,-0.010
633,4.151,-0.010
634,4.315,-0.009
635,4.020,-0.009
636,4.008,-0.009
637,8.516,0.248
638,9.956,2.904
639,10.130,8.885
640,10.111,13.960
641,12.096,18.618
642,10.679,10.806
643,8.968,15.774
644,9.078,13.407
645,10.447,18.472
646,6.969,13.346
647,5.769,4.210
648,6.853,0.029
649,7.523,-0.011
650,7.718,-0.010
651,6.274,-0.010
652,4.549,-0.009
653,4.344,-0.009
654,4.335,-0.009
655,4.338,-0.009
656,4.032,-0.010
657,4.135,-0.010
658,4.516,-0.009
659,3.967,-0.009
660,6.305,-0.009
661,8.594,0.389
662,10.660,3.938
663,11.094,9.487
664,11.364,15.408
665,12.139,19.214
666,10.663,20.524
667,10.783,23.910
668,11.278,22.124
669,10.046,18.680
670,7.859,12.423
671,6.094,4.171
672,8.138,0.078
673,8.743,-0.011
674,8.886,-0.011
675,8.012,-0.010
676,4.391,-0.009
677,4.494,-0.009
678,4.475,-0.009
679,4.566,-0.009
680,4.350,-0.009
681,4.507,-0.009
682,4.589,-0.009
683,4.321,-0.009
684,5.875,-0.009
685,11.176,0.370
686,12.993,1.522
687,12.881,4.696
688,12.657,3.467
689,12.009,3.097
690,13.343,4.940
691,8.312,8.699
692,9.671,13.128
693,9.628,10.887
694,7.921,8.173
695,5.127,1.785
696,7.874,0.019
697,8.973,-0.011
698,6.745,-0.010
699,5.549,-0.010
700,4.565,-0.010
701,4.488,-0.010
702,4.475,-0.010
703,4.202,-0.010
704,4.276,-0.010
705,3.905,-0.010
706,4.346,-0.010
707,3.975,-0.010
708,6.800,-0.010
709,9.010,0.251
710,8.952,3.318
711,11.421,9.799
712,11.377,15.633
713,9.757,19.266
714,10.242,23.053
715,10.401,24.349
716,9.853,22.915
717,11.378,19.196
718,8.990,13.524
719,7.219,4.790
720,8.091,0.176
721,8.077,-0.011
722,8.907,-0.011
723,6.492,-0.010
724,5.888,-0.010
725,4.940,-0.010
726,4.172,-0.010
727,3.984,-0.010
728,3.997,-0.009
729,3.947,-0.009
730,4.151,-0.009
731,3.833,-0.010
732,3.848,-0.010
733,3.663,0.323
734,3.580,3.373
735,3.931,9.583
736,4.645,15.662
737,4.947,20.082
738,4.983,22.101
739,4.887,26.070
740,5.927,23.494
741,7.038,18.983
742,7.162,16.296
743,7.331,4.507
744,6.869,0.037
745,4.610,-0.010
746,4.718,-0.010
747,4.353,-0.009
748,4.242,-0.010
749,4.470,-0.010
750,4.236,-0.010
751,4.070,-0.009
752,4.128,-0.009
753,4.066,-0.009
754,4.117,-0.009
755,4.162,-0.009
756,3.793,-0.009
757,4.176,0.256
758,7.997,3.234
759,8.372,10.084
760,8.000,14.118
761,6.428,16.624
762,5.167,22.360
763,8.187,19.565
764,8.315,21.742
765,6.227,19.523
766,5.202,13.697
767,5.113,4.622
768,4.512,0.115
769,4.616,-0.010
770,4.719,-0.010
771,4.495,-0.009
772,4.437,-0.010
773,4.537,-0.009
774,4.348,-0.009
775,4.257,-0.009
776,4.190,-0.009
777,4.107,-0.009
778,4.312,-0.009
779,4.368,-0.009
780,5.650,-0.009
781,11.879,0.308
782,11.133,3.499
783,12.114,7.909
784,13.801,11.557
785,11.316,14.228
786,11.903,21.040
787,10.215,18.360
788,9.142,16.708
789,10.135,15.533
790,8.629,7.805
791,8.546,4.503
792,9.953,0.145
793,9.721,-0.011
794,9.153,-0.010
795,5.464,-0.009
796,5.131,-0.009
797,5.082,-0.009
798,5.024,-0.009
799,4.780,-0.009
800,4.810,-0.009
801,4.946,-0.009
802,4.974,-0.009
803,5.044,-0.009
804,6.572,-0.009
805,12.651,0.005
806,16.079,0.756
807,15.404,1.413
808,13.462,3.299
809,13.033,4.574
810,12.023,10.466
811,9.827,17.266
812,10.743,17.514
813,11.646,11.424
814,8.438,5.951
815,6.428,1.714
816,6.150,0.032
817,8.853,-0.010
818,9.758,-0.010
819,9.230,-0.010
820,4.917,-0.009
821,5.067,-0.009
822,4.870,-0.009
823,4.712,-0.009
824,4.817,-0.009
825,4.577,-0.009
826,4.756,-0.009
827,4.574,-0.009
828,6.570,-0.010
829,11.705,0.312
830,11.737,3.167
831,12.530,8.234
832,11.578,12.810
833,10.334,20.651
834,10.987,24.797
835,11.076,25.618
836,11.670,24.733
837,12.182,19.592
838,9.736,13.921
839,7.687,6.681
840,8.773,0.120
841,10.495,-0.011
842,9.046,-0.011
843,9.280,-0.011
844,7.942,-0.010
845,4.756,-0.009
846,4.742,-0.009
847,4.487,-0.009
848,4.419,-0.009
849,4.455,-0.009
850,4.520,-0.009
851,4.222,-0.010
852,5.509,-0.010
853,9.845,0.898
854,10.908,3.960
855,12.134,10.840
856,11.008,13.365
857,11.672,18.082
858,11.768,11.139
859,9.701,14.531
860,10.375,22.657
861,10.558,10.306
862,8.174,11.041
863,6.013,3.935
864,8.375,0.120
865,10.741,-0.011
866,9.093,-0.011
867,5.237,-0.010
868,4.262,-0.010
869,4.200,-0.010
870,4.082,-0.010
871,3.987,-0.010
872,3.852,-0.010
873,3.977,-0.010
874,4.021,-0.010
875,3.925,-0.010
876,5.245,-0.010
877,8.969,0.420
878,11.164,3.504
879,11.698,11.340
880,11.992,14.024
881,10.273,17.776
882,10.499,25.863
883,9.657,25.029
884,9.955,24.466
885,12.057,19.999
886,10.066,14.768
887,9.254,5.012
888,8.191,0.163
889,8.406,-0.011
890,10.185,-0.011
891,7.769,-0.011
892,8.601,-0.011
893,5.883,-0.010
894,4.153,-0.010
895,3.874,-0.010
896,3.863,-0.009
897,3.929,-0.010
898,4.154,-0.009
899,3.935,-0.009
900,3.842,-0.009
901,3.852,0.492
902,3.726,3.667
903,4.771,10.314
904,5.484,16.474
905,5.933,20.015
906,5.371,14.688
907,4.856,24.437
908,4.926,25.445
909,5.122,21.186
910,5.116,12.340
911,4.493,4.500
912,4.639,0.321
913,4.684,-0.010
914,4.596,-0.010
915,4.563,-0.010
916,4.202,-0.010
917,4.144,-0.010
918,4.002,-0.010
919,3.884,-0.010
920,4.069,-0.010
921,3.817,-0.010
922,4.206,-0.010
923,3.763,-0.010
924,3.803,-0.010
925,4.029,0.403
926,8.282,3.822
927,8.442,10.419
928,7.776,15.846
929,7.431,17.399
930,6.678,19.080
931,8.119,23.400
932,8.070,19.964
933,7.553,17.935
934,6.997,11.157
935,6.893,4.224
936,4.817,0.213
937,4.553,-0.010
938,5.070,-0.010
939,4.373,-0.010
940,4.985,-0.010
941,4.634,-0.010
942,4.236,-0.010
943,4.360,-0.010
944,4.338,-0.009
945,4.358,-0.009
946,4.555,-0.009
947,4.351,-0.009
948,6.298,-0.009
949,11.019,0.321
950,11.902,3.494
951,13.759,10.113
952,14.333,16.022
953,11.563,20.202
954,11.037,24.146
955,9.961,24.853
956,10.197,14.927
957,10.211,20.344
958,8.743,13.394
959,8.328,4.495
960,8.317,0.161
961,10.301,-0.011
962,7.129,-0.010
963,5.173,-0.009
964,5.119,-0.009
965,5.208,-0.009
966,4.971,-0.009
967,4.976,-0.009
968,4.696,-0.010
969,4.631,-0.009
970,4.719,-0.009
971,4.657,-0.009
972,6.100,-0.009
973,11.223,0.348
974,13.499,3.435
975,13.995,9.772
976,13.032,15.087
977,13.477,19.445
978,12.448,24.817
979,9.729,25.902
980,9.516,24.235
981,10.410,20.127
982,8.679,15.160
983,6.745,5.703
984,5.549,0.203
985,8.845,-0.011
986,7.729,-0.011
987,5.036,-0.010
988,4.837,-0.009
989,4.769,-0.010
990,4.424,-0.010
991,4.461,-0.010
992,4.381,-0.009
993,4.513,-0.009
994,4.620,-0.009
995,4.283,-0.009
996,5.911,-0.009
997,10.875,0.710
998,11.471,4.131
999,13.234,10.324
1000,11.744,13.089
1001,10.954,20.938
1002,12.055,23.434
1003,9.261,26.116
1004,10.554,24.542
1005,10.927,20.781
1006,8.369,15.915
1007,6.784,3.454
1008,7.286,0.163
1009,7.314,-0.011
1010,8.771,-0.011
1011,8.320,-0.011
1012,5.491,-0.010
1013,4.242,-0.009
1014,4.184,-0.009
1015,3.956,-0.010
1016,3.965,-0.009
1017,3.978,-0.009
1018,4.222,-0.009
1019,4.102,-0.010
1020,6.406,-0.010
1021,9.439,0.570
1022,10.351,3.557
1023,14.210,7.650
1024,15.220,11.527
1025,13.602,13.998
1026,10.704,15.197
1027,8.627,19.710
1028,9.903,23.275
1029,11.659,20.671
1030,9.487,15.786
1031,8.020,6.231
1032,8.245,0.232
1033,8.758,-0.010
1034,5.505,-0.010
1035,4.694,-0.010
1036,4.636,-0.009
1037,4.759,-0.009
1038,4.475,-0.009
1039,4.509,-0.009
1040,4.578,-0.009
1041,4.713,-0.008
1042,4.673,-0.008
1043,4.734,-0.009
1044,6.133,-0.009
1045,9.714,0.482
1046,12.665,2.767
1047,11.383,7.086
1048,13.047,12.791
1049,10.954,14.800
1050,12.940,20.445
1051,10.435,19.010
1052,10.063,19.527
1053,11.776,15.212
1054,9.375,9.296
1055,8.806,2.798
1056,7.524,0.240
1057,9.023,-0.011
1058,9.888,-0.011
1059,6.700,-0.010
1060,4.959,-0.009
1061,5.054,-0.009
1062,4.760,-0.009
1063,4.657,-0.009
1064,4.813,-0.009
1065,4.759,-0.009
1066,4.851,-0.009
1067,4.704,-0.009
1068,4.848,-0.009
1069,5.661,0.209
1070,5.295,1.099
1071,5.004,1.770
1072,5.203,3.136
1073,5.186,7.073
1074,5.786,7.579
1075,5.843,4.698
1076,6.052,8.206
1077,6.845,9.132
1078,6.558,5.396
1079,4.451,5.228
1080,4.661,0.132
1081,4.602,-0.010
1082,4.931,-0.010
1083,4.856,-0.010
1084,4.453,-0.010
1085,4.368,-0.010
1086,4.496,-0.010
1087,4.440,-0.010
1088,4.303,-0.010
1089,4.378,-0.010
1090,4.447,-0.010
1091,4.285,-0.010
1092,4.562,-0.011
1093,4.564,0.569
1094,8.298,4.403
1095,9.479,11.606
1096,8.703,17.347
1097,6.497,21.671
1098,5.869,25.124
1099,7.206,26.191
1100,8.108,24.548
1101,7.530,20.812
1102,6.490,15.232
1103,5.869,6.013
1104,5.336,0.284
1105,4.629,-0.010
1106,4.755,-0.010
1107,4.545,-0.010
1108,4.286,-0.010
1109,4.382,-0.010
1110,4.299,-0.010
1111,4.280,-0.010
1112,4.176,-0.009
1113,4.248,-0.009
1114,4.390,-0.010
1115,4.280,-0.010
1116,4.070,-0.010
1117,3.947,1.171
1118,3.906,4.819
1119,4.568,9.966
1120,4.824,15.337
1121,5.296,20.952
1122,5.454,24.362
1123,5.831,25.990
1124,5.777,24.099
1125,6.054,20.646
1126,4.688,15.014
1127,4.824,5.956
1128,5.215,0.273
1129,5.457,-0.011
1130,5.503,-0.010
1131,4.249,-0.010
1132,4.400,-0.010
1133,4.140,-0.010
1134,4.059,-0.010
1135,3.952,-0.010
1136,4.001,-0.010
1137,3.869,-0.010
1138,4.212,-0.010
1139,3.854,-0.009
1140,5.967,-0.010
1141,11.075,0.649
1142,11.463,4.975
1143,10.718,9.374
1144,10.067,15.062
1145,10.803,17.928
1146,10.869,24.144
1147,10.549,25.663
1148,11.006,23.957
1149,11.481,20.353
1150,9.014,14.598
1151,7.023,6.544
1152,7.906,0.311
1153,9.244,-0.010
1154,10.472,-0.010
1155,8.413,-0.011
1156,4.858,-0.010
1157,4.433,-0.010
1158,4.440,-0.010
1159,4.132,-0.010
1160,4.279,-0.010
1161,3.972,-0.010
1162,4.222,-0.010
1163,3.952,-0.010
1164,5.858,-0.010
1165,9.000,0.673
1166,10.230,3.515
1167,12.764,4.986
1168,11.694,6.971
1169,11.302,19.533
1170,11.102,24.611
1171,11.290,21.873
1172,12.226,23.826
1173,12.200,20.406
1174,9.507,15.505
1175,6.689,3.211
1176,7.595,0.108
1177,8.947,-0.012
1178,9.618,-0.011
1179,8.697,-0.010
1180,4.564,-0.010
1181,4.589,-0.010
1182,4.384,-0.010
1183,4.252,-0.009
1184,4.254,-0.009
1185,4.165,-0.009
1186,4.580,-0.009
1187,4.137,-0.009
1188,6.271,-0.009
1189,8.832,1.486
1190,11.846,3.803
1191,12.425,6.160
1192,12.058,10.303
1193,11.533,19.780
1194,10.738,24.602
1195,9.990,25.128
1196,10.451,21.850
1197,11.925,18.144
1198,10.130,13.955
1199,7.992,5.439
1200,8.820,0.647
1201,10.261,-0.012
1202,9.925,-0.011
1203,5.503,-0.010
1204,4.845,-0.010
1205,4.516,-0.010
1206,4.833,-0.010
1207,4.336,-0.009
1208,4.399,-0.010
1209,4.401,-0.009
1210,4.474,-0.009
1211,4.380,-0.009
1212,4.611,-0.009
1213,8.083,0.292
1214,11.445,1.904
1215,11.073,3.191
1216,10.469,3.984
1217,12.818,7.810
1218,11.487,8.307
1219,8.762,9.066
1220,8.849,11.471
1221,10.104,11.509
1222,8.629,8.837
1223,5.395,2.723
1224,6.380,0.224
1225,7.449,-0.011
1226,9.121,-0.011
1227,6.737,-0.010
1228,4.888,-0.010
1229,4.090,-0.010
1230,4.089,-0.009
1231,3.995,-0.009
1232,3.960,-0.009
1233,3.944,-0.009
1234,4.110,-0.009
1235,3.879,-0.009
1236,3.859,-0.010
1237,3.652,0.532
1238,3.897,4.619
1239,5.068,12.157
1240,5.444,17.904
1241,5.959,22.369
1242,5.958,26.048
1243,6.154,26.681
1244,5.767,25.570
1245,5.522,21.791
1246,5.186,13.287
1247,4.608,3.765
1248,4.257,0.187
1249,4.434,-0.010
1250,4.575,-0.010
1251,4.154,-0.010
1252,4.398,-0.009
1253,4.189,-0.009
1254,4.167,-0.009
1255,4.024,-0.009
1256,4.170,-0.009
1257,4.046,-0.009
1258,4.121,-0.009
1259,3.895,-0.009
1260,3.769,-0.010
1261,4.529,0.493
1262,9.690,4.363
1263,9.911,11.613
1264,8.765,16.667
1265,7.125,19.177
1266,7.185,25.211
1267,8.638,25.426
1268,9.085,24.370
1269,7.679,20.704
1270,7.025,15.241
1271,6.207,6.433
1272,5.162,0.327
1273,4.730,-0.010
1274,4.832,-0.010
1275,4.461,-0.010
1276,4.330,-0.009
1277,4.591,-0.009
1278,4.182,-0.009
1279,4.380,-0.009
1280,4.093,-0.009
1281,3.988,-0.009
1282,4.433,-0.009
1283,4.088,-0.009
1284,5.168,-0.011
1285,8.958,1.014
1286,13.310,4.265
1287,13.173,11.561
1288,11.397,16.324
1289,10.787,20.771
1290,10.679,25.172
1291,10.418,25.496
1292,10.954,24.233
1293,10.700,20.543
1294,8.995,14.669
1295,8.159,5.924
1296,8.087,0.319
1297,8.598,-0.011
1298,8.614,-0.010
1299,6.194,-0.009
1300,4.773,-0.009
1301,4.604,-0.009
