time,demand
2161,1.83
2162,1.81
2163,1.904
2164,1.288
2165,1.038
2166,0.919
2167,0.911
2168,0.97
2169,1.056
2170,1.145
2171,1.213
2172,1.248
2173,1.261
2174,1.25
2175,1.217
2176,1.18
2177,1.144
2178,1.123
2179,1.123
2180,1.147
2181,1.159
2182,1.206
2183,0.445
2184,0.463
2185,1.789
2186,1.814
2187,7.803
2188,7.879
2189,3.709
2190,0.738
2191,0.792
2192,0.915
2193,1.053
2194,1.175
2195,1.272
2196,1.3
2197,1.282
2198,1.231
2199,1.163
2200,1.098
2201,1.051
2202,1.03
2203,1.034
2204,1.065
2205,1.118
2206,1.184
2207,1.257
2208,1.331
2209,2.846
2210,2.273
2211,4.258
2212,2.406
2213,1.319
2214,0.752
2215,0.628
2216,0.729
2217,0.945
2218,1.177
2219,1.348
2220,1.424
2221,1.443
2222,1.423
2223,1.371
2224,1.302
2225,1.222
2226,1.156
2227,1.128
2228,1.145
2229,1.2
2230,1.273
2231,1.375
2232,1.477
2233,2.309
2234,2.538
2235,3.393
2236,2.179
2237,2.07
2238,1.747
2239,1.729
2240,1.861
2241,2.947
2242,2.626
2243,2.748
2244,2.138
2245,2.656
2246,1.959
2247,1.885
2248,2.515
2249,2.542
2250,2.5
2251,1.139
2252,1.18
2253,1.252
2254,1.352
2255,1.475
2256,1.612
2257,1.727
2258,1.773
2259,3.377
2260,3.684
2261,2.389
2262,1.749
2263,1.721
2264,1.857
2265,2.934
2266,2.598
2267,2.464
2268,2.716
2269,2.06
2270,1.793
2271,1.982
2272,2.622
2273,2.736
2274,2.491
2275,1.26
2276,1.257
2277,1.427
2278,1.974
2279,1.275
2280,1.282
2281,1.203
2282,1.278
2283,3.375
2284,2.8
2285,2.058
2286,1.728
2287,1.687
2288,1.349
2289,1.355
2290,3.483
2291,1.359
2292,1.373
2293,1.372
2294,1.378
2295,1.379
2296,1.37
2297,1.349
2298,1.321
2299,1.289
2300,1.257
2301,1.232
2302,1.217
2303,1.212
2304,1.214
2305,1.247
2306,1.317
2307,1.378
2308,1.423
2309,1.452
2310,1.456
2311,1.434
2312,1.39
2313,1.331
2314,1.269
2315,1.215
2316,0.973
2317,1.147
2318,1.13
2319,1.125
2320,1.128
2321,1.133
2322,1.141
2323,1.149
2324,1.161
2325,0.394
2326,0.469
2327,1.206
2328,1.222
2329,1.617
2330,1.435
2331,5.454
2332,1.871
2333,1.773
2334,2.368
2335,1.763
2336,1.955
2337,2.113
2338,3.53
2339,3.602
2340,2.537
2341,3.288
2342,1.319
2343,2.199
2344,1.24
2345,1.227
2346,1.882
2347,2.395
2348,2.996
2349,1.216
2350,1.23
2351,1.272
2352,1.265
2353,1.489
2354,1.59
2355,1.769
2356,2.241
2357,3.117
2358,1.385
2359,1.29
2360,1.225
2361,1.181
2362,1.11
2363,0.981
2364,0.939
2365,1.319
2366,0.903
2367,0.908
2368,0.933
2369,0.978
2370,1.024
2371,1.071
2372,1.103
2373,1.122
2374,1.126
2375,1.113
2376,1.089
2377,0.788
2378,0.868
2379,1.913
2380,0.965
2381,0.98
2382,0.984
2383,0.983
2384,0.979
2385,0.975
2386,0.97
2387,0.962
2388,0.953
2389,0.944
2390,0.936
2391,0.932
2392,0.932
2393,0.932
2394,0.934
2395,0.937
2396,0.943
2397,0.953
2398,0.966
2399,0.275
2400,0.297
2401,0.725
2402,0.822
2403,1.905
2404,0.979
2405,1.03
2406,1.059
2407,1.063
2408,1.046
2409,1.011
2410,0.97
2411,0.929
2412,0.899
2413,0.887
2414,0.887
2415,0.9
2416,0.917
2417,0.935
2418,0.95
2419,0.962
2420,0.97
2421,0.273
2422,0.259
2423,1.0
2424,1.019
2425,0.878
2426,0.953
2427,1.038
2428,1.101
2429,1.145
2430,1.168
2431,1.172
2432,1.159
2433,1.132
2434,1.096
2435,1.062
2436,1.038
2437,1.024
2438,1.02
2439,1.021
2440,1.026
2441,1.033
2442,1.04
2443,1.048
2444,0.28
2445,0.278
2446,0.266
2447,0.27
2448,0.32
2449,0.803
2450,0.931
2451,1.047
2452,1.119
2453,1.161
2454,1.169
2455,1.149
2456,1.116
2457,1.079
2458,1.046
2459,1.025
2460,1.016
2461,1.015
2462,1.017
2463,1.021
2464,1.023
2465,1.024
2466,1.024
2467,1.024
2468,1.027
2469,1.034
2470,1.047
2471,1.067
2472,1.094
2473,1.094
2474,1.139
2475,1.911
2476,1.237
2477,1.282
2478,1.325
2479,1.364
2480,1.39
2481,1.391
2482,1.365
2483,1.318
2484,1.262
2485,1.207
2486,1.163
2487,1.137
2488,1.128
2489,1.132
2490,1.144
2491,1.16
2492,1.175
2493,0.546
2494,0.32
2495,0.456
2496,0.587
